glpK_L228V__mmpL5_Y300!,mmpL5_A273G__Rv3249c_V83M,mmpL5_P445L,mmpL5_Y586!,Rv0678_L83P,Rv0678_R90C,Rv0678_L117R,Rv0678_274_indel,Rv1979c_247_indel,Rv1979c_R409Q,Rv3249c_A17A,LINEAGE,SITEID,UNIQUEID,PLATEDESIGN,LOG2MIC,UPLOG2MIC,cluster12,cluster25,cluster50,cluster100
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LS-0983.lab.MA-02854-18.iso.1,UKMYC6,-8.059999999999999,-5.06,1788,968,1461,71
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,site.06.subj.06TB_0860.lab.06MIL1808.iso.1,UKMYC6,-5.06,-4.06,1515,1515,1515,1516
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.05TB32016.lab.1841.iso.1,UKMYC5,-3.06,-2.0,2711,108,1744,316
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,site.06.subj.06TB_0997.lab.06MIL1992.iso.1,UKMYC6,1.0,5.0,7301,7301,79,219
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.05TB33002.lab.1764.iso.1,UKMYC6,-4.06,-3.06,1855,1855,927,913
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,site.04.subj.00791.lab.708854.iso.1,UKMYC5,-8.059999999999999,-4.06,2322,494,591,4806
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.0202.lab.2013221188.iso.1,UKMYC5,-8.059999999999999,-4.06,444,1014,2365,2365
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,site.06.subj.06TB_0218.lab.06MIL0679.iso.1,UKMYC5,-4.06,-3.06,5415,2707,5416,408
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.YA00133984.lab.YA00133984.iso.1,UKMYC6,-4.06,-3.06,4228,8458,581,2327
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.CA-0790.lab.CO-13537-18.iso.1,UKMYC6,-8.059999999999999,-5.06,6946,6946,6946,1122
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.11159.lab.IML-00811.iso.1,UKMYC6,-5.06,-4.06,438,1758,706,709
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.02TB1570.lab.21263.iso.1,UKMYC6,-4.06,-3.06,1188,60,1005,2011
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,10,site.10.subj.YA00040353.lab.YA00040353.iso.1,UKMYC5,-4.06,-3.06,118,728,43,816
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.CA-1282.lab.CO-02138-19.iso.1,UKMYC6,-5.06,-4.06,446,894,303,139
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.YA00036589.lab.YA00036589.iso.1,UKMYC5,-2.0,-1.0,3444,3444,3444,1828
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.CA-0846.lab.CO-15072-18.iso.1,UKMYC6,-8.059999999999999,-5.06,7438,7438,69,2364
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,site.02.subj.1144.lab.2014185081.iso.1,UKMYC5,-4.06,-3.06,9947,4973,4973,2486
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PSLM-0813.lab.SLM-074.iso.1,UKMYC5,-8.059999999999999,-4.06,270,1062,1182,978
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.GB-83210078.lab.83210078.iso.1,UKMYC6,-8.059999999999999,-5.06,6215,6215,6215,3107
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,site.06.subj.06TB_0110.lab.06MIL1147.iso.2,UKMYC5,-8.059999999999999,-4.06,1011,2024,1011,1011
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,20,site.20.subj.SA01720049.lab.YA00131653.iso.1,UKMYC6,-5.06,-4.06,2249,130,57,832
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,site.06.subj.06TB_0522.lab.06MIL1368.iso.1,UKMYC6,-5.06,-4.06,6524,6524,6524,1630
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.CA-0026.lab.CO-04499-18.iso.1,UKMYC6,-8.059999999999999,-5.06,4741,392,1182,978
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.24TB00-016.lab.2297.iso.1,UKMYC6,-4.06,-3.06,363,938,7,1148
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,site.06.subj.MHL_0155-14.lab.06MIL0158.iso.1,UKMYC5,-3.06,-2.0,2456,613,613,613
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,site.06.subj.06TB_0852.lab.06MIL1800.iso.1,UKMYC6,-5.06,-4.06,9397,1028,394,211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PMFR-0691.lab.MFR-091.iso.1,UKMYC5,-8.059999999999999,-4.06,536,341,93,1022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LR-2162.lab.FN-00284-16.iso.1,UKMYC6,-8.059999999999999,-5.06,1364,457,497,221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,site.04.subj.01573.lab.729961.iso.1,UKMYC5,-8.059999999999999,-4.06,942,1832,3,344
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,site.04.subj.01261.lab.721904.iso.1,UKMYC5,-8.059999999999999,-4.06,8972,4485,4485,834
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.23TB03-209.lab.2068.iso.1,UKMYC6,-4.06,-3.06,3644,3644,675,1351
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,site.06.subj.06TB_0909.lab.06MIL1904.iso.1,UKMYC6,-5.06,-4.06,10165,5082,5082,2540
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PMFR-0656.lab.MFR-004.iso.1,UKMYC5,-8.059999999999999,-4.06,2072,2072,497,221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.1056.lab.2013185145.iso.1,UKMYC5,-8.059999999999999,-4.06,9007,4503,4503,4503
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,site.06.subj.06TB_0971.lab.06MIL1966.iso.1,UKMYC6,-8.059999999999999,-5.06,297,1191,2384,2384
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,site.10.subj.YA00106382.lab.YA00106382.iso.1,UKMYC6,-4.06,-3.06,4078,4078,129,831
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,site.04.subj.00446.lab.703753.iso.1,UKMYC5,-3.06,-2.0,580,547,196,316
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,site.06.subj.GDH_0248-15-R.lab.06MIL0151.iso.1,UKMYC5,-4.06,-3.06,3833,3833,1916,1916
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LR-2334.lab.FN-01417-18.iso.1,UKMYC6,-8.059999999999999,-5.06,1026,859,476,476
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.02TB1663.lab.21100.iso.1,UKMYC6,-8.059999999999999,-5.06,1064,2129,1100,1100
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LR-3119.lab.CR-02068-16.iso.1,UKMYC6,-5.06,-4.06,8109,8109,168,748
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PTAN-0078.lab.TAN-246.iso.1,UKMYC5,-8.059999999999999,-4.06,9302,4650,4650,99
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PMK-1043.lab.MK-2261.iso.1,UKMYC5,-8.059999999999999,-4.06,126,511,94,221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,20,site.20.subj.SCH8025696.lab.YA00134166.iso.1,UKMYC6,-5.06,-4.06,296,59,367,512
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.JPN-R2012-0044.lab.JPN-R2012-0044.iso.1,UKMYC6,-8.059999999999999,-5.06,7223,7223,3611,3611
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,site.04.subj.00857.lab.704503.iso.1,UKMYC5,-8.059999999999999,-4.06,123,510,196,316
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,site.04.subj.01481.lab.730072.iso.1,UKMYC5,-8.059999999999999,-4.06,6379,6379,6379,6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.RD00093870.lab.RD00093870.iso.1,UKMYC5,-8.059999999999999,-4.06,1375,1375,1375,48
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.DR-288.lab.IML-01191.iso.1,UKMYC6,-5.06,-4.06,7352,7352,678,678
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,14,site.14.subj.4386.lab.4386.iso.1,UKMYC6,-5.06,-4.06,2684,2686,2686,2686
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,site.04.subj.00486.lab.706308.iso.1,UKMYC5,-4.06,-3.06,6673,6673,6673,3336
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LR-2398.lab.FN-01635-18.iso.1,UKMYC6,-8.059999999999999,-5.06,1283,1022,93,1022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,site.04.subj.00022.lab.631450.iso.1,UKMYC5,-4.06,-3.06,10257,84,196,316
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LR-2144.lab.FN-02161-15.iso.1,UKMYC6,-8.059999999999999,-5.06,353,1986,94,221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LS-0478.lab.LS-08248-18.iso.1,UKMYC6,-8.059999999999999,-5.06,52,1341,1341,178
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.CA-1595.lab.CO-03960-19.iso.1,UKMYC6,-4.06,-3.06,499,1000,160,105
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.CA-1484.lab.CO-03553-19.iso.1,UKMYC6,-8.059999999999999,-5.06,656,837,497,221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,site.10.subj.YA00100105.lab.YA00100105.iso.1,UKMYC6,-8.059999999999999,-5.06,2148,62,279,512
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.DR-16.lab.IML-01064.iso.1,UKMYC6,-4.06,-3.06,571,369,1351,118
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.GB-90840021.lab.IML-01984.iso.1,UKMYC6,-5.06,-4.06,8319,8319,4159,4159
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PMFR-0660.lab.MFR-009.iso.1,UKMYC5,-8.059999999999999,-4.06,1985,1985,1461,71
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.02TB2846.lab.26654.iso.1,UKMYC5,-8.059999999999999,-4.06,4710,1930,778,560
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,site.06.subj.06TB_1616.lab.06MIL2895.iso.1,UKMYC6,-3.06,-2.0,1186,1019,289,2325
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,site.04.subj.01414.lab.725887.iso.1,UKMYC5,-4.06,-3.06,1304,84,196,316
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.28TB-D18-003.lab.2995.iso.1,UKMYC6,-8.059999999999999,-5.06,3234,322,380,560
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,site.02.subj.0258.lab.2013241201.iso.1,UKMYC5,-4.06,-3.06,7103,7103,3551,3551
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,site.08.subj.DTU-102.lab.2228.iso.1,UKMYC5,-8.059999999999999,-4.06,10959,8826,7006,4972
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,site.03.subj.GB-90320008.lab.IML-01979.iso.1,UKMYC6,-5.06,-4.06,10819,5409,5409,171
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,site.06.subj.IR24.lab.06MIL1848.iso.1,UKMYC6,-4.06,-3.06,3209,559,1119,2239
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,site.06.subj.A43643.lab.06MIL1383.iso.1,UKMYC6,-8.059999999999999,-5.06,3046,3046,3046,159
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,site.04.subj.00801.lab.708444.iso.1,UKMYC5,-8.059999999999999,-4.06,10722,129,591,4806
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,site.10.subj.YA00038962.lab.YA00038962.iso.1,UKMYC5,-8.059999999999999,-4.06,4926,122,116,512
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.0426.lab.251003-15.iso.1,UKMYC5,-2.0,-1.0,8005,8005,4002,4002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.02TB2023.lab.21665.iso.1,UKMYC6,-5.06,-4.06,1190,2055,258,517
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.24TB-088.lab.2259.iso.1,UKMYC5,-8.059999999999999,-4.06,1042,1042,571,569
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,site.05.subj.LS-0799.lab.MA-06110-18.iso.1,UKMYC6,-5.06,-4.06,165,637,831,1200
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.PE00188217.lab.PE00188217.iso.1,UKMYC5,-3.06,-2.0,2758,5518,5518,1378
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,site.06.subj.ICK-1151.lab.06MIL1084.iso.1,UKMYC5,-8.059999999999999,-4.06,1161,638,1278,1237
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,site.06.subj.SGD_0011-14.lab.06MIL0111.iso.1,UKMYC5,-8.059999999999999,-4.06,1840,1840,1840,1840
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,site.05.subj.CA-0175.lab.CO-07480-18.iso.1,UKMYC6,-8.059999999999999,-5.06,1027,63,1312,1200
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.T4965.lab.IML-00068.iso.1,UKMYC6,-8.059999999999999,-5.06,9303,4651,4651,4651
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,site.04.subj.00017.lab.633220.iso.1,UKMYC5,-8.059999999999999,-4.06,9785,4892,4892,4892
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.CA-1333.lab.CO-01957-19.iso.1,UKMYC6,-5.06,-4.06,7756,7756,770,563
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,site.06.subj.06TB_1417.lab.06MIL2696.iso.1,UKMYC6,-8.059999999999999,-5.06,2069,2069,2069,2069
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.02TB2459.lab.25915.iso.1,UKMYC5,-4.06,-3.06,3167,3167,3167,1583
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,14,site.14.subj.4387.lab.4387.iso.1,UKMYC6,-5.06,-4.06,3101,3101,3101,1550
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LR-2058.lab.FN-00703-15.iso.1,UKMYC6,-5.06,-4.06,1285,115,793,563
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,site.03.subj.BOR-7771-16.lab.7771-16.iso.1,UKMYC5,-8.059999999999999,-4.06,10805,5402,660,660
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.DR-314.lab.IML-01198.iso.1,UKMYC6,-5.06,-4.06,25,148,358,1177
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LS-0877.lab.MA-02664-18.iso.1,UKMYC6,-5.06,-4.06,407,189,3050,956
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.10951.lab.IML-01006.iso.1,UKMYC6,-5.06,-4.06,10633,5316,5316,1328
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,site.04.subj.01267.lab.27708.iso.1,UKMYC5,-8.059999999999999,-4.06,10093,5046,5046,52
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,site.02.subj.0246.lab.2013241147.iso.1,UKMYC5,-8.059999999999999,-4.06,752,3011,3011,1505
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,site.02.subj.0655.lab.242318-14.iso.1,UKMYC5,-3.06,-2.0,1259,629,1260,1260
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,site.10.subj.YA00022345.lab.YA00022345.iso.1,UKMYC5,-8.059999999999999,-4.06,4371,4371,59,1042
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PMOP-0610.lab.MOP-171.iso.1,UKMYC5,-8.059999999999999,-4.06,305,2174,497,221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PMOP-0543.lab.MOP-071.iso.1,UKMYC5,-8.059999999999999,-4.06,536,341,93,1022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,site.04.subj.00647.lab.711603.iso.1,UKMYC5,-8.059999999999999,-4.06,636,2123,591,4806
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,site.03.subj.DS-137.lab.IML-01259.iso.1,UKMYC6,-5.06,-4.06,9834,4916,4916,4916
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,site.10.subj.YA00031651.lab.YA00031651.iso.1,UKMYC5,-4.06,-3.06,1324,1008,83,1186
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.GB-94020062.lab.IML-02032.iso.1,UKMYC6,-8.059999999999999,-5.06,10697,837,497,221
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,site.08.subj.24TB00-063.lab.2419.iso.1,UKMYC5,-8.059999999999999,-4.06,1319,1319,1319,1064
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.0302.lab.2014235100.iso.1,UKMYC5,-4.06,-3.06,8479,8479,4239,4239
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,site.05.subj.LS-0665.lab.LS-09824-18.iso.1,UKMYC6,-5.06,-4.06,165,637,831,1200
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PMK-0970.lab.MK-1103.iso.1,UKMYC5,-8.059999999999999,-4.06,2397,897,853,978
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.10532.lab.IML-00782.iso.1,UKMYC6,-8.059999999999999,-5.06,378,1787,893,3578
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,site.02.subj.0539.lab.242302-14.iso.1,UKMYC5,-8.059999999999999,-4.06,10237,5118,5118,2558
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LS-1527.lab.LS-01706-19.iso.1,UKMYC6,-5.06,-4.06,7982,1311,70,567
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,site.04.subj.00072.lab.631898.iso.1,UKMYC5,-8.059999999999999,-4.06,9115,235,946,170
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,site.04.subj.01093.lab.719187.iso.1,UKMYC5,-8.059999999999999,-4.06,7202,7202,66,307
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PTAN-0016.lab.TAN-045.iso.1,UKMYC5,-8.059999999999999,-4.06,4462,64,46,604
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.KGZ-7919-2018.lab.7919-2018.iso.1,UKMYC6,-5.06,-4.06,9133,259,77,611
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,site.04.subj.00669.lab.706656.iso.1,UKMYC5,-8.059999999999999,-4.06,4339,8680,4339,4339
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LS-0784.lab.MA-06560-18.iso.1,UKMYC6,-5.06,-4.06,3278,3278,228,915
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.05TB33035.lab.2049.iso.1,UKMYC5,-8.059999999999999,-4.06,370,347,1391,1392
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.0090.lab.22A042.iso.1,UKMYC5,-4.06,-3.06,8871,10,1374,354
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.05TB43031.lab.1967.iso.1,UKMYC6,-8.059999999999999,-5.06,999,999,999,999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,site.04.subj.00474.lab.703346.iso.1,UKMYC5,-8.059999999999999,-4.06,10136,382,1738,4806
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.BOR-6329-15.lab.6329-15.iso.1,UKMYC6,-8.059999999999999,-5.06,6036,6036,6036,219
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,20,site.20.subj.SCH8175214.lab.YA00134200.iso.1,UKMYC6,-3.06,-2.0,3830,3830,249,986
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PSLM-0799.lab.SLM-058.iso.1,UKMYC5,-8.059999999999999,-4.06,140,1022,93,1022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.CA-1332.lab.CO-01954-19.iso.1,UKMYC6,-5.06,-4.06,8548,8548,4273,4273
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,site.08.subj.05TB42026.lab.1840.iso.1,UKMYC6,-5.06,-4.06,1838,1838,7013,4980
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,site.06.subj.SGD_0017-14.lab.06MIL0120.iso.1,UKMYC5,-3.06,-2.0,3980,7962,3980,3980
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,site.04.subj.01147.lab.718132.iso.1,UKMYC5,-8.059999999999999,-4.06,2562,510,196,316
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.T2440.lab.IML-00042.iso.1,UKMYC6,-5.06,-4.06,8975,423,211,291
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.24TB-073.lab.2275.iso.1,UKMYC6,-8.059999999999999,-5.06,917,1835,1382,821
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,site.04.subj.01124.lab.722082.iso.1,UKMYC5,-8.059999999999999,-4.06,5888,5888,5888,299
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.05TB11059.lab.25202.iso.1,UKMYC5,-8.059999999999999,-4.06,1581,1581,3164,1581
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.1058.lab.2013185159.iso.1,UKMYC5,-8.059999999999999,-4.06,7056,7056,1763,1763
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PMFR-0670.lab.MFR-034.iso.1,UKMYC5,-8.059999999999999,-4.06,1207,511,94,221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,site.06.subj.06TB_0505.lab.06MIL1183.iso.1,UKMYC6,-5.06,-4.06,1791,2139,79,219
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.05TB23036.lab.25746.iso.1,UKMYC5,-8.059999999999999,-4.06,4391,4391,408,147
